S.no,Name of the Enterprise,Address,Primary Contact 1,Primary Contact 2,Primary Contact Mail Id,Primary Contact Number
155,Sri Gajavadana Tin Products,"""Shree Ganesh"", Plot No.L-2, Industrial Estate, 
Yeyyadi, Mangalore-575008. ",M Ramesh Bhat,M Ramesh Bhat,srigajavadanatp@gmail.com,9243307940
156,Sri Laxmi Devi Cashews,"S No 158-2A, Nellikar Post, 
Mangalore 574124.",A Vittalraya Hegde,A Vittalraya Hegde,avittalrayahegde@gmail.com,9845761395
157,Navadurga Exports,"S.No.4/438, Sunkadakatte, Kolambe, Bajpe, Mangalore-574142",Sandeep Kamath,K Sripathi Bhat,kamathsandeeps@gmail.com,9341977135
158,Alakananda Printers Pvt. Ltd.,"16, Road No.1A, Industrial Area, Baikampady, Mangalore - 575011",Venkatesh Madhava Pai,Roopesh pinto,accountsbookmark@gmail.com,9164753930
159,"Eshwari Global Metal Industries Pvt. Ltd., Unit II","Plot No 96 & 97, Industrial Area, 
Baikampady, Mangalore - 575011    ",A Sabarinathan,Shekar R Salian,hr@emimetals.com,8197274333
160,Mondovi Motors Pvt. Ltd.,"NH-75, Adyar, Managalore-575009",A Sanjay Rao,Monappa Poojari,hrdsmlr@mandovi.net,9686804500
161,"Re- sustainability health care solutions ltd.,","No.47/B, Karnad Industrial Area, KIADB Mulky, Mangalore-574154.",Ram Mohan Rao,Anoop S,reaelmngl@ramky.com,9900196884
162,Shubhamangala Cashews,"No.2-15/A, Aliyoor-Belvai Road, Valpadi Village,
Mangalore TQ.-574236",Roopesh pinto,Rama Bhat N,shubhamangala91@yahoo.in,9845591083
163,Divya Chemical Manufacturers,"Plot No.51A2, KIADB Area, Karnad, Mulki, 
Mangalore-574154.",Shekar R Salian,Ashok Kamath,divyachemicals@hotmail.com,9880640826
164,Ashapura Minechem Limited,"Plot No.182, Industrial Area, Baikampady, 
Mangalore - 575011 ",Hemul Ramesh Shah,S V S Subramanya Guptha,meghraj_mng@ashapura.com,9972029156
165,N D Sons Engineers,"Plot No.87/1,93, Industrial Area, Baikampady, 
Mangalore - 575011 ",Monappa Poojari,B Venugopal,ndsons1@rediffmail.com,9686696091
166,Ajith  Enterprises,"Plot No.Q-22, Industrial Area, Baikampady, 
Mangalore - 575011  ",Ajith Kamath,Ajith Kamath,ajithkamath@yahoo.com,9886055725
167,Adrija Industries,"S.No. 213,Borugudde, 
Nellikar Village,Valpady Post-via Moodbidri, 
Mangalore-574236.",Anoop S,K R Sreenivasa,ad9008925222@gmail.com,9008925222
168,"Ultratech Cement Ltd.Unit: Ultratech Concrete,","Plot No.1,2,3, 4A, Industrial Area, Baikampady, Mangalore - 575011",K.C Jhanwar,Priya S Kamth,madhava.bc@adityabirla.com,7026222109
169,Everest Sea Foods Pvt. Ltd.,"414&413(Part), Baikampady Industrial Area,  Mangalore - 575011",Anand B Puthran,S.V.S Subramanya Guptha,everestseafood@gmail.com,9591877937
170,Raghunath Food & Beverages Industries,"16-8P2 & 116-1P2, Kavathar Village, 
Mulky-Balkunji Panchayat,  Mangalore-574154",Manjunath Shetty,Pavanajaya,joyjaffa@gmail.com,9448313040
171,Kanchana Automobiles Pvt. Ltd.,"NH 48, Alape, Padil, 
Mangalore-575007",Prasad Raj Kanchan,Lakshmi M Rao,servicemlr@kanchanahyundai.com,9845083534
172,Aruna Foods,"Plot 5(A), Industrial Estate, Yeyyadi, 
Mangalore-575008.",Rama Bhat N,SVS Subramanya Guptha,narans_yeyyadi@yahoo.com,0824-2224378/  2214911
173,Woodland Timbers,"Nithyananda Nagar University Road, Deralekatte,  
Mangalore-575018",A.H.Mohamood,K.M.Abdul Samad,woodlandply@gmail.com,9448485388
174,Soham Mannapitlu Power Pvt. Ltd.,"Hanneradukavalu, Taccode-Village & Post, 
Moodbidri, Mangalore-574197",Suchindra S Shetty,Basavaraj N. Ramanakoppa,bnr@sohamenergy.in,9448282749
175,VCS  Cashew Industries,"S.No.163-1C, Daregudde Village, Moodbidri, Mangalore-574213",Ashok Kamath,Debashish Tripathy,vcscashewindustries@gmail.com,9972590977
176,Metropolitan Media Company Limited,"No 284(Part),285,286 & 287 
Industrial Area, Baikampady, Mangalore - 575011 ",Deepak Saluja,Roshan Thomas Crasta,lokesh.v.gowda@timesgroup.com,9741424444
177,RDC Concrete India Pvt. Ltd.,"No-27, Industrial Area,
Baikampady, Mangalore - 575011 ",Anil Banchhor,Anup R Dsouza,karthik.kumar@rdcconcreteindia.com,9739997818
178,Advaith  Motors Pvt. Ltd.,"3-68/1, Kuntikan, Derebail, 
Mangalore-575006",S V S Subramanya Guptha,D Ramesh Naik,accountsmlr@advaithhyundai.com/ manageraccmlr@advaithhyundai.com,9845050700/7760962832
179,Tiki Tar Industries (Baroda) Limited,"Plot No. 31,Karnad Industrial Area, 
Mulky - 574154.",Kumar Gaurav,Nithyananda,mangalore@tikitar.com,9379731477
180,Maroor Impex,"Plot No. 406 P & 407 P, Industrial Area, Baikampady, Mangalore - 575011",M Sudhir Pai,P Ganesh Kamath,mai@maroor.in,9880188167
181,Bharath Auto Cars Pvt. Limited,"Bharath Beedi Compound, Near Alvas Hospital, Moodbidri-574227",Sudhir M Pai,Moniz Donald,he1@bharathautocars.co.in,9886649130
182,Akshaya  Foods,"""Shree Mahalasa"", 
# 180,  Industrial Area, Baikampady, 
Mangalore - 575011    ",B Venugopal,V Arshad Hussain,akshaya.fds@gmail.com,9844136989/ 9844337611
183,A K Veneers Pvt. Ltd.,"Plot No. 449 A, Industrial Area, Baikampady, Mangalore - 575011",M Ahmed,Nazeer U H,akveeners65@gmail.com,9448381344
184,Radhamadhav Industries,"#4-172, Muduperar, 
Mangalore-574166.",M Manjunath Prabhu,K Aravind Shenoy,mmanjunathprabhu@gmail.com,9449385527
185,Bharath Vehicle Works Pvt. Ltd.,"D-14(3,4,5,6), NH-48, Mangalore-Bangalore Highway, Kannur, Mangalore-575007.",T Ashok Pai,Deepak Shetty,sales@vw-bharath.co.in,9845502727
186,Primacy Industries Private Limited Unit-2,"Door No: 6-116,6-116B, Plot No-199 & 200, 
Industrial Area, Baikampady, Mangalore - 575011 ",Umesh Kini,Sunny Dayrral Lobo,umesh@primacyindia.com,9902013708
187,Deccan Plast Industries,"Plot No 6-B(P) & 6-C  Industrial Area, Baikampady, 
Mangalore - 575011     ",B.H Asgar Ali,K Krishna,deccanplast@gmail.com,9845080722
188,Hindustan Petroleum Corporation Ltd.,"Aviation Service Facilities, 
Near Mangalore Old Airport, Bajpe, 
Mangalore-574142",K R Sreenivasa,Joseph D'silva,krsreenivasa@hpcl.in,9449067972
189,Phils Heavy Engineering Pvt. Ltd.,"Plot  No.1,2,3 & 4A, Industrial Area, Baikampady, Mangalore - 575011",Ajay K Philip,Rajeshwari B Bhat,phel.mangalore@philsengg.com,9324169726
190,Kamath Packaging,"70/1P1, Arakepadavu, Muduperar,
Mangalore-574166.",Priya S Kamth,Dinesh S Hegde,kamathagro@yahoo.com,9945551305
191,Lands Flavour,"D.No.1-240, Mangalore-Bantwala Highway, 
Adyar Village, Mangalore-575009.",Raghunandan Srinivas Kamath,Shashindra Shetty,landsflavour@gmail.com,9901633495
192,Bharath Auto Cars Pvt. Limited,"Bharath Beedi Compound, NH-66, 
Mulki-574154",Sudhir M Pai,Akshay K Jain,hr1@bharathautocars.co.in,9886649130
193,The Canara Printing & Publishing House Private Limited,"#161A, Industrial Area, Baikampady, 
Mangalore - 575011    ",Vikram S Kamath,Chethan S Kotian,canprints@gmail.com,9448476468
194,St.George's Homeopathic  Clinic & Pharmacy,"# 5-1/1,5-1/2, Padil Junction, Padil, 
Mangalore-575007. ",Sophia Zachaarias,Moosan Mohammed Abdullah,zacmar32@gnail.com,9448215163
195,Rangoli Digitals,"5-101/1(2), Shed No.C-2, Paduva, 
Yeyyady Industrial Estate, Mangalore-575008",Raghuveer nayak Manel,Deepak Chandra Baliga,raghumanel@yahoo.co.in,9845144855
196,Uniq Power Batteries,"# C-10, Industrial Area, Baikampady, 
Mangalore - 575011    ",Prajwal P Shetty,D Sudhakar Shetty,prajwal@uniqpower.in,7899282405
197,Hydronics Services Corp.,"143 C1& C2, Industrial Area, Baikampady, 
Mangalore - 575011    ",Swarna Gowri,Umar M.E,hscadmin@rediffmail.com,994555108
198,Big Bags International Pvt. Ltd.,"Block No 8 Ganjimatt, 
EPIP Industrial Area,  Mangalore-574144.",Shrinath.S,M k Suvrath Kumar,hrdmlr@bigbagsinternational.com,9480529225
199,Atlas Engineering Works,"Plot No.289 B, Main Road, Industrial Area, Baikampady, Mangalore - 575011",Alden Pais,Mahendra Varma Jain,atlasengineering@gmail.com,9945012646
200,Laboratories Daffodil Pvt. Ltd.,"48-A Baikampady, Industrial Area,  
Mangalore - 575011    ",Sanjay Dhamodhar Shanbhag,Raghuveer nayak Manel,sanjaydamodharshanbhag@yahoo.com,9448371877
201,Crown Plywoods (Mysore Panels,"Door No-582, Mangalanthi, 
Manjanady, Mangalore-575018",Umar Sarfraz,Vittal Kulal,crownplywoods@gmail.com,9845850500
202,Mangalore Agriculturists Sahakari Sangha Ltd. (MASS),"APMC Yard, Baikampady, Mangalore-575011",Shridhar Bhide,Amrendra Kumar Singh,masslimitedmangalore@gmail.com,9448456183
203,Bharath Auto Cars Pvt. Ltd.,"NH-66, Kapikad, Thokottu, 
Mangalore-574227",Sudhir M Pai,Vishwamithra Pai,info@bharathauto.co.in,9886649130
204,Coastal Chip Boards & Lams Pvt. Ltd,".11/6(P), 11/8(P), Industrial Area, Baikampady, Mangalore - 575011",A.K Niyaz,Swarna Nayak,akveneers65@@gmail.com/       ccblams@yahoo.com,9448381344
205,Mondovi Motors Pvt. Ltd.,"No.5-101/4(1), Ballal Industries Estate, Yeyyadi, Mangalore-575008",A Sanjay Rao,Ajith Kumar,hrdsmlr@mandovi.net,9686804500
206,United Toyota United Cars Pvt. Ltd.,"NH-75, Near Padil Junction, Padil, 
Mangalore-575003",A Ganesh Rao,Venkata Phani Nadella,ma01b_service@unitedtoyota.net/ ma01b_hr@unitedtoyota.net,9483530500
207,Kanchana Automotive,"No.27/2J2P2-P1, NH-48, Near Check Post, Kannur, Mangalore-575007.",Prasad Raj Kanchan,B Radhika Baliga,kanchanaautomotive.service@gmail.com,9845083534
208,Arvind Motors Pvt. Ltd.,"Kuloor Kavoor Road, Padukodi, 
Kuloor, Mangalore-575013",A Kishore Rao,Lynette Lydia    D'Almeida,service.hcv@arvindmotors.com,9845385047
209,Transworld Furtichem Pvt. Ltd.,"Plot No.397E & 398B, Industrial Area, Baikampady, Mangalore - 575011",Dilip Kumar Gadia,Chinappa MB,deepakmlr@transfurt.com,9900794203
210,Advaith Motors Pvt. Ltd.,"Sy. No. 50-7A, NH-75, Alpe Village, Padil, 
Mangalore 575007",S.V.S Subramanya Guptha,Nazarudeen Mydeen Kunju,accounts@advaithjcb.com,9900052276 0824- 2276507 /2276508
211,Gurucharan Industries,"Plot No.QG1,2,3,C-73,D-68, Industrial Area, Baikampady, Mangalore - 575011",Jayakar S,Shravan M Rao,gurucharanndia@dataone.in,9844074366
212,Everest Sea Foods Exports Pvt. Ltd.,"No.449/C, Industrial Area, Baikampady, 
Mangalore - 575011    ",Anand Boloor Puthran,Bina Gunapal Shetty,everestseafoodsexports@gmail.com,9591877937
213,Sohum Enterprises,"Plot No.B- 127/128, Industrial Area, Baikampady, 
Mangalore - 575011    ",Chinmay Andhare,Chinmay Andhare,nityaya1@gmail.com,9880677466
214,Lucky Star Industries,"Plot No.396 B, Industrial Area, Baikampady,
Mangalore - 575011    ",B.A.Abdul Nasir,Pavanajaya,info@luckystarwood.com,9845422559
215,Friends Veneer & Ply,"No.407/408, Industrial Area, Baikampady, 
Mangalore - 575011    ",Pavanajaya,Janet Pais,dayamangalore@yahoo.com,9448381344
216,Lucky Star Veneers,"Plot No.396 C, Industrial Area, Baikampady, 
Mangalore - 575011    ",B.A.Abdul Nasir,Lakshmi M Rao,luckystarind50@gmail.com/                          info@luckystarwood.com,9845422559
217,Fox Cashew Industries,"Jogottu, Valpady Village, Shirthadi, Moodbidri,  Mangalore 574236",Janet Pais,SVS Subramanya Guptha,foxcashewindustries@gmail.com,9480227856
218,Tyresoles India Pvt. Ltd.,"No.393A2, Industrial Area, Baikampady, 
Mangalore - 575011    ",Ramamurthi Lakshmi N. Rao,Shravan Manjunath Rao,manjunath.treads@tyresoles.com,9845117285
219,Advaith Motors Pvt. Ltd.,"No.137/A, Opp: Achal Industries, Industrial Area, Baikampady, Mangalore - 575011",SVS Subramanya Guptha,Usha Shenoy,manageraccmlr@advaithhyundai.com,9845050700/ 7760962832
220,Cardolite Speciality Chemicals India LLP,"Plot No. IPI & IP2, Mangalore Special Economic Zone, Paila, Bajpe Village & Post, 
Mangalore-574142",Shailendra Bhatkhande,Debashish Tripathy,sprabhoda@cardolite.com,8861986907
221,Ace Foods (P) Ltd.,"Unit II, Plot No. 7A, xport Processing Industrial Park EGunjimutt, Mangalore-574144","Ajith pai mangalore
",Badruddin Panambur,info@acefoodspl.com,9945201265
222,Excelsior Automobiles (p) ltd,"Kulur Kavoor Road, Mangalore-575013.",Vinod B patel,Roshan Thomas Crasta,srinivas@excelsiornissan.in,9008644799
223,K M Boards,"S.No. 233/2, Door No. 310(4), Talapady, 
Mangalore-575023",K.M.Abdul Samad,Shubhanand Rao,kmboards.88@gmail.com,9945868082
224,Bombay Saw Mills,"Kotekar, Beeri
Mangalore-575022",Mohammed Faizal,Mohammed Faizal,bombaysawmills@gmail.com,9880828070
225,RJC Concrete Mix India Pvt. Ltd.,"Plot No. 42/A, Industrial Area,
Baikampady, Mangalore-575011",Kiran Kumar C J,D Ramesh Naik,rjcconcretes@gmail.com,9900012002
226,Nufood Corporation,"D No. 17-81/1, Kalpane, Kulshekar,
Mangalore-575005",Prakash R Prabhu,Nithyananda,nufoodcity@gmail.com,9844073777
227,Lobo Sales Corporation,"Plot No. 9,  Industrial Area, Baikampady,
Mangalore Taluk-575011",Lochinvar lobo,P Ganesh Kamath,lobosalescorporation@gmail,9844086161
228,"Kalbavi Consumer Foods Pvt. Ltd.,","Plot No. 142 A & T, Baikampady Industrial Area, Mangalore - 575011",K Prakash Rao,V Arshad Hussain,kalbavicashews@gmail.com,9900052715
229,Vinayaka Engineering Works,"Plot No. 254, Industrial Area,
Baikampady, Mangalore-575011",Arun Padiyar,Ganshyam J Shetty,vinworks7@gmail.com,9448470977
230,Karnataka Agencies,"Plot No.185-B,
Baikampady Industrial Area,
Mangalore-575011",R C Rodrigus,Nazeer U H,hrd@karagencies.com,9741497677
231,Devagiri Tea & Produce,"Door No. 1-2-76/1, Gurunagar, Padavinangady, Mangalore-575008",Usha Shenoy,Robin Jose,devgiritea@rediffmail.com,9343566081
232,Durga Motors Co.,"Plot No-400C/1, Industrial Area,
Baikampady, Mangalore-575011",Uday Kumar,Sunny Dayrral Lobo,accounts.service@durgamotors.com,9448120818
233,Standard Agarbathi Works,"Plot.No.172/B1, Door No.6-209, Industrial Area, Baikampady, Mangalore-575011",M Hashim Ali,K Krishna,info@standardagarbathies.com,9448451001
234,Hi-Tech Packaging,"Plot No-417 & 418, Baikampady Industrial Area, Mangalore-575011",Sandeep Sethiya,Joseph D'silva,sandeep@htbml.com,9844024024
235,Jubilant Motorworks Pvt. Ltd.,"D.No:3-93, Kuloor Kavoor Road,
Padukodi Mangalore-575013",Amith Jain,Rajeshwari B Bhat,info@jubliantmotorworks.com,0824-2452544
236,"Provit Foods Pvt Ltd.,","S.No-231/3, Pranthya Village, Moodbidri, 
Mangalore Taluk-574227",Christene Prescilla Cutinha,Dinesh S Hegde,vincentcutnha@gmail.com,9686694301
237,Fast Cut Tools,"Plot No.238, Baikampady Industrial Area, 
Mangalore-575011",Roshan Thomas Crasta,Shashindra Shetty,roshan@fastcut.co.in,9902198922
238,Chaithanya Home Industries,"Plot No. 323 M, KIADB Industrial Area, Baikampady, Mangalore-575011",Shubhanand Rao,Akshay K Jain,grahinimasalas@gmail.com,9880441834
239,Konkan Speciality Polyproducts Private Limited,"Plot No.131(B), KIADB Industrial Area Baikampady, Mangalore-575011",Vinod Chandrashekhar Bondal,Chethan S Kotian,info@konspec.com,9980554604
240,Mangalore Refinery & Petrochemicals Limited,"Mangalore Special economic Zone, 
Permude Village, Mangalore-574509",sanjay varma,N. Anand Kumar,contractsection@mrpl.co.in,9448495716
241,Pompei Enterprises,"D No 5-13/1, S No 32 , Alape Village,
Maroli Padil Road, Mangalore ",Anup R Dsouza,Anup R Dsouza,pompeienterprises@gmail.com,9901309048
242,Rama Kamath & Co,"Plot No 452, Baikampady Industrial Area, 
Mangalore - 575011    ",Rama Kamath,Suraj S Pai,ramakamathho@gmail.com,9448366936
243,Sri Anagha Refineries Pvt Ltd,"S. No 10/1(P),Industrial Area, Baikampady Industrial Area, Mangalore - 575011",N V Sambasiva Rao,Umar M.E,preethesh@anagharefineries.com,985938089
244,Kyra Industries,"Plot No. 260, Baikampady Industrial Area,
Mangalore-575011",D Ramesh Naik,M k Suvrath Kumar,mangaloresafety@gmail.com,9343561346
245,Das Metal Works,"Plot No. 262, Baikampady Industrial Area,
Mangalore-575011",Nithyananda,Mahendra Varma Jain,dasmetalworks@gmail.com,9449662802
246,Mahaganapathy Cashew Industries,"Block No 5/A(P) & 4 C(P) and 5/A & 4/C, EPIP, 
Industrial Area, Ganjimatt,Mangalore.",P Ganesh Kamath,Raghuveer nayak Manel,ganeshtoi@gmail.com,9448483445
247,Mudra Printers,"C-137, Baikampady Industrial Estate,
Mangalore-575011",Keshav B,Amrendra Kumar Singh,keshavmudraprinters@gmail.com,9844046669
248,Jonas Petro Products Private Limited,"No. 6-64/1, Plot No. 277, Baikampady Industrial Area,Mangalore-575011",Sunil Jonas,Vishwamithra Pai,jonaspetroproducts2010@gmail.com,9980195708
249,Vamanjur Packers,"Plot No. 270, Baikampady Industrial Area,
Mangalore-575011",V Arshad Hussain,Ajith Kumar,vahussain@gmail.com,9448378844
250,Goenka Industries and Company,"Plot No. 51-A1, Karnad Industrial Area,
Mulky, D.K.District",Arun Dhirajlal,Venkata Phani Nadella,goenkaindustriesmulky@gmail.com,8970322463
251,"Viceroy Exports (India) Pvt Ltd,","Plot No.55, Baikampady Industrial Area,
Mangalore-575011",Roy J Vayalat,B Radhika Baliga,viceroyexportsmgl@gmail.com,9847050001
252,Sunlight Lumanaires,"Plot No.L-24,Industrial Estate, Yeyyadi, 
Mangalore-575008",Ganshyam J Shetty,Lynette Lydia    D'Almeida,sunlightluminaries@gmail.com,9448356138 0824-2212076
253,Casino Air Caterers & Flight Services,"(Unit of Anjali Hotels Pvt Ltd)
D.No. 2-104A, Kenjar Post, Malavoor, 
Mangaluru-574142",George Dominic,Seetharam S. Shetty,accountsixe@cafs.in,8242253052
254,Uno Food Industries,"Plot No. 134 E, Baikampady Industrial Area,
Mangalore-575011",Nazeer U H,Nazarudeen Mydeen Kunju,unofood@gmail.com,9845173107
255,Yashasvi Packaging LLP,"Plot No. 388-1, D No. 6/59, Baikampady Industrial Area,Mangalore-575011",Aarti Hegde,Abdul Razak Tanirbavi Ebrahim,yashasvipackaging@gamil.com,9449066193
256,"Mangalore Force,","No.-1-1/1, Ward No. 2, Sy. No: 57-113(P),Kulur Kavoor Road, Panjimogaru, Mangalore. D.K-575103",Mukesh Malpe,Shravan M Rao,mangaloreforce@gmail.com,9845366918
257,Shakthi Enterprises (India),"C-28/29, Industrial Estate, Yeyyadi, 
Mangalore-575008",Vishal Salian,Bina Gunapal Shetty,shaktientindia1984@gmail.com,9880434622
258,"SR Proffellers Pvt Ltd.,","Plot No. 249, Baikampady Industrial Area,
Mangalore-575011",Robin Jose,Robin Jose,srpropellers@gmail.com,9916323273
259,A to Z Engineering & Maintainance Services,"Plot No. M-7/2, Industrial Estate, Yeyyadi, Mangalore, D.K.District-575008",Richard Pereira,K Ramdas Pai,a2zengineering@rediffmail.com,9343306968
260,Sharan Cashew Industries,"S.No. 215-2B, Mudumarnadu Village, Moodabidri, Mangalore Taluk",K Aravind Shenoy,K Aravind Shenoy,sharancashewindustries@gmail.com,9845761576
261,Kalyani Polymers(kalyaniram PolyPlast Pvt Ltd),"Plot No-142-R, Baikampady Industrial Area, Mangalore, D.K.District-575011",Deepak Shetty,Deepak Shetty,kalyaniwareindia@gmail.com,9902903904
262,SKF Elixer India Pvt Ltd,"D No. 3-128(3), Belvai Post, Bannadka, Padumarnadu Village, Moodabidri, Dakshina Kannada.",G Ramakrishna Achar,G Ramakrishna Achar,skfelixerindia@gmail.com,886134340
263,Shesha Enterprises,"S No. 253/4, Moodumarnadu Village, Moodabidri, Mangalore Taluk-574227",M Narasimha Pai,Sunny Dayrral Lobo,sheshaentp@gmail.com,9880026642
264,Soham Phalguni Renewable Energy Pvt Ltd,"S.No. 98/1AP1, 194/1, kellupade, Iruvail and Pachamogru Village, Mudubidri, Mangalore Taluk, D.K.District - 574144",Suchindra S Shetty,Anand Kumar,ananda@sohamenergy.in,9448282749
265,Cauvery Motors Pvt Ltd,"N.H. 73, Alape, Sy. No. 50/7A, Padil, 
Mangalore-575007",M.P Shyam,Devi Prasad,manageraccounts@cauvery.com,080-26321941
266,Reliant Hume Pipe Company,"D.No.-3-243(2), Kuthar Munnur Village, 
Mangalore Taluk",Sunny Dayrral Lobo,Sunny Dayrral Lobo,relianthumepipe@gmail.com,9980979132
267,Bhats Auto Care,"D No. 2-46/4, Derebail Village, Konchady Post, Mangalore-575008",Vignesh K,Vignesh K,bhatsautocare@gmail.com,9739999888
268,Finpower Aircon Systems Pvt. Ltd.,"Plot No. 1,2,3 & 4A, Baikampady Industrial Area, Mangalore-575011",Rajesh Shenoy,K Krishna,hrd@finpower.co.in,7022980843
269,RMX Concrete India,"Plot No. 1,2,3,4A, Baikampady Industrial Area, Mangalore Taluk, D.K.District-575011",Prathap Bhandary,Joseph D'silva,rmxconcreteindia@gmail.com,9964340448
270,Siddivinayaka Industries,"S.No. 153-3(P), D.No. 2-75(1), Vidyanagar, Kulai, Mangalore-575019",K Krishna,K Krishna,siddivinayakaindustries@gmail.com,9448253604
271,Yenepoya Food & Beverages (India) Pvt Ltd,"D No-2-331/15/5,6 & 7, Yenepoya University Premises, Nithyanandanagar -575018, Deralakatte, Mngaluru",Y Abdulla Javeed,Ravi Narayan Khandige,hr@yenepoya.org,9591995204
272,Bon Masala & Food Products,"Door No. B-168, Baikampady Industrial Area, Mangalore, D.K.District-575011",Joseph D'silva,Joseph D'silva,info@bonmasala.com,9448215515
273,Kakunje Polypacks,"Plot No. 292-C,, Baikampady Industrial Area, Mangalore, D.K.District-575011",Rajeshwari B Bhat,Rajeshwari B Bhat,kakunjepolypacks@gmail.com,9448495600
274,ENOCH Trading Pvt Ltd,"S.No. 25/1C2P1, 25/1C2P3, 25/1CP3, 30/9CP3, Bangara Kuloor Village, Mangalore-575013.",Mithun M Chowter,Girish Kumar N,enochtrading2017@gmail.com,7022002650
275,"Padumata Ventures,","Plot No. 1H, Karnad Industrial Area,
Mulki-574154",Shashindra Shetty,Shashindra Shetty,shashindra@padumata.in,8792828498 / 9833191220
